#Transcript_ID	GFF_annotation	HHsearch_annotation
Smp_000020.1	Beta-N-acetylglucosaminidase	Protein O-GlcNAcase (E.C.3.2.1.169,3.2.1.-)
Smp_309210.1	UBA-like superfamily	Ubiquitin-associated protein 2-like Ubap2l {Mouse (Mus musculus) [TaxId: 10090]}
Smp_309220.1	Nucleotide-binding alpha-beta plait domain superfamily	Poly(A)-binding protein {Human (Homo sapiens) [TaxId: 9606]}
Smp_309240.1	ABC transporter-like	ABC transporter ATP-binding protein ARB1
Smp_309250.1	Trematode Eggshell Synthesis	TES 
Smp_309350.1	Zinc finger, PHD-type	PHD finger protein 22 {Mouse (Mus musculus) [TaxId: 10090]}
Smp_309350.2	Transport protein particle (TRAPP) component	Trafficking protein particle complex subunit 3, Bet3 homolog {Mouse (Mus musculus) [TaxId: 10090]}
Smp_309360.1	Sterol-sensing domain	Protein dispatched homolog 1
Smp_309360.2	Sterol-sensing domain	Protein dispatched homolog 1
Smp_309430.1	RecF/RecN/SMC, N-terminal	Structural maintenance of chromosomes protein
Smp_309480.1	Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant	Thioredoxin peroxidase 2 (thioredoxin peroxidase B, 2-cys peroxiredoxin) {Human (Homo sapiens) [TaxId: 9606]}
Smp_309500.1	Major facilitator superfamily domain	Melibiose carrier protein
Smp_309510.1	Major facilitator superfamily domain	Melibiose carrier protein
Smp_309540.1	Aspartic peptidase A1 family	Pepsin(ogen) {Human (Homo sapiens), progastricsin (pepsinogen C) [TaxId: 9606]}
Smp_309570.1	NA	Hexapep 
Smp_309580.1	NA	Hexapep 
Smp_309590.1	WW domain	DISKS LARGE HOMOLOG 4
Smp_309590.2	WW domain	DISKS LARGE HOMOLOG 4
Smp_309610.1	Protein Lines, N-terminal	LINES_N 
Smp_309610.2	Protein Lines, N-terminal	LINES_N 
Smp_309660.1	tRNA methyltransferase, Trm1	N(2),N(2)-dimethylguanosine tRNA methyltransferase Trm1 {Pyrococcus horikoshii [TaxId: 53953]}
Smp_309670.1	tRNA methyltransferase, Trm1	N(2),N(2)-dimethylguanosine tRNA methyltransferase Trm1 {Pyrococcus horikoshii [TaxId: 53953]}
Smp_309670.2	tRNA methyltransferase, Trm1	N(2),N(2)-dimethylguanosine tRNA methyltransferase Trm1 {Pyrococcus horikoshii [TaxId: 53953]}
Smp_309670.3	tRNA methyltransferase, Trm1	N(2),N(2)-dimethylguanosine tRNA methyltransferase Trm1 {Pyrococcus horikoshii [TaxId: 53953]}
Smp_309680.1	Coiled-coil domain-containing protein 137	NA
Smp_309690.1	Coiled-coil domain-containing protein 137	NA
Smp_309700.1	Short-chain dehydrogenase/reductase SDR	Carbonyl reductase/20beta-hydroxysteroid dehydrogenase {Human (Homo sapiens) [TaxId: 9606]}
Smp_309710.1	Ankyrin repeat	Myotrophin {Rat (Rattus norvegicus) [TaxId: 10116]}
Smp_309710.2	Ankyrin repeat	Myotrophin {Rat (Rattus norvegicus) [TaxId: 10116]}
Smp_309710.3	Ankyrin repeat	Myotrophin {Rat (Rattus norvegicus) [TaxId: 10116]}
Smp_309710.4	NA	NA
Smp_309720.1	Ankyrin repeat	Myotrophin {Rat (Rattus norvegicus) [TaxId: 10116]}
Smp_309720.2	NA	NA
Smp_309730.1	NA	NA
Smp_309730.2	NA	NA
Smp_309740.1	NA	Ribosomal protein L7/12, oligomerisation (N-terminal) domain {Escherichia coli [TaxId: 562]}
Smp_309860.1	Ankyrin repeat	26S proteasome non-ATPase regulatory subunit 10, gankyrin {Human (Homo sapiens) [TaxId: 9606]}
Smp_309870.1	WW domain	BAG-family molecular chaperone regulator-3 {Mouse (Mus musculus) [TaxId: 10090]}
Smp_309910.1	NA	GRP 
Smp_309910.2	NA	GRP 
Smp_309910.3	NA	GRP 
Smp_309930.1	Ankyrin repeat	26S proteasome non-ATPase regulatory subunit 10, gankyrin {Human (Homo sapiens) [TaxId: 9606]}
Smp_309940.1	NA	ARP1 actin related protein 1
Smp_309950.1	Kinesin motor domain	Kinesin heavy chain-like protein {Potato (Solanum tuberosum) [TaxId: 4113]}
Smp_309950.2	Kinesin motor domain	Kinesin heavy chain-like protein {Potato (Solanum tuberosum) [TaxId: 4113]}
Smp_309960.1	Kinesin motor domain	Kinesin heavy chain-like protein {Potato (Solanum tuberosum) [TaxId: 4113]}
Smp_309970.1	Protein of unknown function DUF719	DUF719 
Smp_309970.2	Protein of unknown function DUF719	DUF719 
Smp_309980.1	Short-chain dehydrogenase/reductase SDR	beta-keto acyl carrier protein reductase {Streptomyces coelicolor [TaxId: 1902]}
Smp_309990.1	Protein quiver	QVR 
Smp_310040.1	Glycosyltransferase family 23 (GT23) domain	Alpha-(1,6)-fucosyltransferase (E.C.2.4.1.68)
Smp_310050.1	Glycosyltransferase family 23 (GT23) domain	Alpha-(1,6)-fucosyltransferase (E.C.2.4.1.68)
Smp_310050.2	Glycosyltransferase family 23 (GT23) domain	Alpha-(1,6)-fucosyltransferase (E.C.2.4.1.68)
Smp_310080.1	LsmAD domain	LsmAD 
Smp_310090.1	Protein of unknown function DUF4551	DUF4551 
Smp_310140.1	AVL9/DENND6 domain	Avl9 
Smp_310150.1	G-patch domain	G-patch 
Smp_310160.1	Immunoglobulin subtype	Interleukin-18, Anti-IL12 Anti-IL18 DFab Heavy
Smp_310170.1	Laminin IV	Angiopoietin-2, Angiopoietin-1 receptor (E.C.2.7.10.1)
Smp_310170.2	Laminin IV	Angiopoietin-2, Angiopoietin-1 receptor (E.C.2.7.10.1)
Smp_310180.1	START domain	START domain-containing protein 10
Smp_310210.1	NA	DUF5595 
Smp_310230.1	RGS domain superfamily	Regulator of G-protein signaling 18
Smp_310240.1	Calponin homology domain	DYSTROPHIN
Smp_310250.1	Calponin homology domain	Dystrophin {Human (Homo sapiens) [TaxId: 9606]}
Smp_310260.1	MICOS complex subunit Mic10	DUF543 
Smp_310430.1	Cadherin-like	Protocadherin-15
Smp_310470.1	B-box-type zinc finger	Transcription intermediary factor 1-beta (E.C.2.3.2.27)
Smp_310500.1	Homeobox domain	Msx-1 homeodomain {Mouse (Mus musculus) [TaxId: 10090]}
Smp_310500.2	Homeobox domain	Msx-1 homeodomain {Mouse (Mus musculus) [TaxId: 10090]}
Smp_310510.1	NA	cAMP-dependent protein kinase inhibitor alpha
Smp_310510.2	NA	cAMP-dependent protein kinase inhibitor alpha
Smp_310520.1	NA	NA
Smp_310550.1	Actinin-type actin-binding domain, conserved site	Fimbrin (Plastin), actin-crosslinking domain {Thale cress (Arabidopsis thaliana) [TaxId: 3702]}
Smp_310580.1	IQ motif, EF-hand binding site	Calmodulin, IQ domain-containing protein G
Smp_310580.2	NA	General transcriptional corepressor TUP1
Smp_310600.1	NA	NA
Smp_310620.1	Spermatogenesis-associated protein 7	HSD3 
Smp_310620.2	Spermatogenesis-associated protein 7	HSD3 
Smp_310620.3	NA	HSD3 
Smp_310650.1	NA	Shisa 
Smp_310740.1	Peptidase M13	Neutral endopeptidase (neprilysin) {Human (Homo sapiens) [TaxId: 9606]}
Smp_310750.1	Plakin repeat superfamily	subdomain of Desmoplakin Carboxy-Terminal domain
Smp_310760.1	NA	Plectin
Smp_310760.2	NA	Plectin
Smp_310770.1	Protein kinase domain	Pkb kinase (Akt-2) {Human (Homo sapiens) [TaxId: 9606]}
Smp_310820.1	EF-hand domain	EHCABP {Entamoeba (Entamoeba histolytica) [TaxId: 5759]}
Smp_310830.1	EF-hand domain	Mitochondrial distribution and morphology protein
Smp_310870.1	Protein kinase domain	Cell division protein kinase 7, CDK7 {Human (Homo sapiens) [TaxId: 9606]}
Smp_310870.2	Protein kinase domain	Cell division protein kinase 7, CDK7 {Human (Homo sapiens) [TaxId: 9606]}
Smp_310880.1	NA	NA
Smp_310920.1	Forkhead-associated (FHA) domain	Suppressor of IKBKE 1, Sarcolemmal
Smp_310930.1	Adenosine/AMP deaminase domain	AMP deaminase (AMPD), catalytic domain {Thale cress (Arabidopsis thaliana) [TaxId: 3702]}
Smp_310950.1	SWAP/Surp	Pre-mRNA-processing-splicing factor 8, Thioredoxin-like protein
Smp_310980.1	SANT/Myb domain	antibody heavy chain, antibody light
Smp_311010.1	TMEM248/TMEM219	TMEM219 
Smp_311010.2	RNA-binding S4 domain	TMEM219 
Smp_311050.1	CTP synthase	CTP synthase PyrG, C-terminal domain {Escherichia coli [TaxId: 562]}
Smp_311140.1	NA	CNOT1_HEAT_N 
Smp_311150.1	SOCS box domain	bcl-3 {Human (Homo sapiens) [TaxId: 9606]}
Smp_311170.1	PDZ domain	Zasp (Cypher, Oracle 1) {Human (Homo sapiens) [TaxId: 9606]}
Smp_311200.1	FERM domain	E3 ubiquitin-protein ligase MYLIP (E.C.2.3.2.27)
Smp_311200.2	FERM domain	FOCAL ADHESION KINASE 1 (E.C.2.7.10.2)
Smp_311250.1	Annexin repeat	Annexin IV {Cow (Bos taurus) [TaxId: 9913]}
Smp_311310.1	NA	Kinetochore protein Spc24 {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]}
Smp_311350.1	AMP-dependent synthetase/ligase	Luciferase {Firefly (Photinus pyralis) [TaxId: 7054]}
Smp_311350.2	AMP-dependent synthetase/ligase	Luciferase {Firefly (Photinus pyralis) [TaxId: 7054]}
Smp_311350.3	AMP-dependent synthetase/ligase	4-chlorobenzoyl CoA ligase {Alcaligenes sp. [TaxId: 512]}
Smp_311350.4	AMP-dependent synthetase/ligase	Luciferase {Firefly (Photinus pyralis) [TaxId: 7054]}
Smp_311360.1	Protein strawberry notch	Helicase_C_4 
Smp_311360.2	Protein strawberry notch	Helicase_C_4 
Smp_311360.3	Protein strawberry notch	Helicase_C_4 
Smp_311430.1	C2 domain	Synaptogamin I {Rat (Rattus norvegicus) [TaxId: 10116]}
Smp_311440.1	NA	NA
Smp_311440.2	NA	NA
Smp_311450.1	NA	SLAIN 
Smp_311480.1	P2X purinoreceptor	p2X purinoceptor
Smp_311480.2	P2X purinoreceptor	P2X purinoceptor 3
Smp_311490.1	P2X purinoreceptor	P2X purinoceptor 3
Smp_311520.1	P-type ATPase	Potassium-transporting ATPase alpha chain 1
Smp_311520.2	P-type ATPase	Potassium-transporting ATPase alpha chain 1
Smp_311580.1	Zinc finger, CHCC-type	NADH-ubiquinone oxidoreductase chain 3 (E.C.1.6.5.3)
Smp_311610.1	Peptide chain release factor class I/class II	Peptide chain release factor 1, RF1 {Escherichia coli [TaxId: 562]}
Smp_311630.1	Ferritin	(Apo)ferritin {Bullfrog (Rana catesbeiana) [TaxId: 8400]}
Smp_311640.1	Ferritin	(Apo)ferritin {Bullfrog (Rana catesbeiana) [TaxId: 8400]}
Smp_311650.1	Nephrocystin-4	NA
Smp_311650.2	Nephrocystin-4	NA
Smp_311650.3	Nephrocystin-4	Tp0751
Smp_311660.1	Pancreatic trypsin inhibitor Kunitz domain	Alzheimer's amyloid B-protein precursor, APPI {Human (Homo sapiens) [TaxId: 9606]}
Smp_311660.2	NA	NA
Smp_311670.1	Pancreatic trypsin inhibitor Kunitz domain	Alzheimer's amyloid B-protein precursor, APPI {Human (Homo sapiens) [TaxId: 9606]}
Smp_311670.2	Pancreatic trypsin inhibitor Kunitz domain	Alzheimer's amyloid B-protein precursor, APPI {Human (Homo sapiens) [TaxId: 9606]}
Smp_311700.1	Pancreatic trypsin inhibitor Kunitz domain	Bikunin from inter-alpha-inhibitor complex {Human (Homo sapiens) [TaxId: 9606]}
Smp_311740.1	Kinesin motor domain	Kinesin {Human (Homo sapiens) [TaxId: 9606]}
Smp_311740.2	Kinesin motor domain	Kinesin {Human (Homo sapiens) [TaxId: 9606]}
Smp_311770.1	Adenylate kinase/UMP-CMP kinase	Uridylate kinase {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]}
Smp_311770.2	Adenylate kinase/UMP-CMP kinase	Uridylate kinase {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]}
Smp_311770.3	Adenylate kinase/UMP-CMP kinase	Uridylate kinase {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]}
Smp_311780.1	Glycosyltransferase family 23 (GT23) domain	Alpha-(1,6)-fucosyltransferase (E.C.2.4.1.68)
Smp_311790.1	Glycosyltransferase family 23 (GT23) domain	Alpha-(1,6)-fucosyltransferase (E.C.2.4.1.68)
Smp_311860.1	Homeobox domain	Pax-5 {Human (Homo sapiens) [TaxId: 9606]}
Smp_311860.2	Homeobox domain	Pax-5 {Human (Homo sapiens) [TaxId: 9606]}
Smp_311870.1	NA	NA
Smp_311870.2	Fibronectin type III	Anosmin 1
Smp_311870.3	Fibronectin type III	Anosmin 1
Smp_311870.4	Fibronectin type III	Anosmin 1
Smp_311870.5	Fibronectin type III	Anosmin 1
Smp_311890.1	Lysine methyltransferase	Histidine protein methyltransferase 1 homolog
Smp_311920.1	Forkhead-associated (FHA) domain	MCRS_N 
Smp_311920.2	Microspherule protein, N-terminal domain	MCRS_N 
Smp_311920.3	Forkhead-associated (FHA) domain	MCRS_N 
Smp_311930.1	Eukaryotic rRNA processing	Ebp2 
Smp_311940.1	SOCS box domain	bcl-3 {Human (Homo sapiens) [TaxId: 9606]}
Smp_311970.1	Zinc finger, GATA-type	Erythroid transcription factor GATA-1 {Emericella nidulans [TaxId: 162425]}
Smp_311970.2	Zinc finger, GATA-type	Erythroid transcription factor GATA-1 {Emericella nidulans [TaxId: 162425]}
Smp_311980.1	Zinc finger C2H2-type	LYSINE-SPECIFIC HISTONE DEMETHYLASE 1A (E.C.1.-.-.-)
Smp_312010.1	High mobility group box domain	Lymphoid enhancer-binding factor, LEF1 {Mouse (Mus musculus) [TaxId: 10090]}
Smp_312140.1	Galactose-binding-like domain superfamily	CIA30 
Smp_312150.1	Domain of unknown function DUF4210	DUF4210 
Smp_312170.1	Short-chain dehydrogenase/reductase SDR	11-beta-hydroxysteroid dehydrogenase 1 {Human (Homo sapiens) [TaxId: 9606]}
Smp_312180.1	P-loop containing nucleoside triphosphate hydrolase	Sulfotransferase
Smp_312180.2	P-loop containing nucleoside triphosphate hydrolase	Sulfotransferase
Smp_312190.1	Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase	Ectonucleotide pyrophosphatase/phosphodiesterase family member 3
Smp_312230.1	NA	CCDC73 
Smp_312230.2	NA	CCDC73 
Smp_312360.1	RNA recognition motif domain	30S ribosomal protein S2, 30S
Smp_312390.1	NA	NA
Smp_312440.1	Aldehyde dehydrogenase domain	Aldehyde reductase (dehydrogenase), ALDH {Sheep (Ovis aries) [TaxId: 9940]}
Smp_312450.1	Aldehyde dehydrogenase domain	Aldehyde reductase (dehydrogenase), ALDH {Sheep (Ovis aries) [TaxId: 9940]}
Smp_312450.2	Aldehyde dehydrogenase domain	Aldehyde reductase (dehydrogenase), ALDH {Sheep (Ovis aries) [TaxId: 9940]}
Smp_312460.1	Aldehyde dehydrogenase domain	Aldehyde reductase (dehydrogenase), ALDH {Sheep (Ovis aries) [TaxId: 9940]}
Smp_312560.1	Class I-like SAM-dependent O-methyltransferase	Caffeoyl-CoA O-methyltransferase {Alfalfa (Medicago sativa) [TaxId: 3879]}
Smp_312580.1	Phosphoribosyltransferase domain	Hypoxanthine-guanine PRTase (HGPRTase) {Human (Homo sapiens) [TaxId: 9606]}
Smp_312610.1	AdipoR/Haemolysin-III-related	Alkaline ceramidase 3 (E.C.3.5.1.-)
Smp_312620.1	AdipoR/Haemolysin-III-related	Adiponectin receptor protein 2, V
Smp_312620.2	AdipoR/Haemolysin-III-related	Alkaline ceramidase 3 (E.C.3.5.1.-)
Smp_312630.1	Dynein light chain, type 1/2	Dynein light chain 1 (DLC1) {Fruit fly (Drosophila melanogaster) [TaxId: 7227]}
Smp_312640.1	NA	NA
Smp_312650.1	NA	Endolysin,Claudin-4 (E.C.3.2.1.17), Heat-labile enterotoxin B
Smp_312660.1	Ankyrin repeat-containing domain	bcl-3 {Human (Homo sapiens) [TaxId: 9606]}
Smp_312660.2	NA	bcl-3 {Human (Homo sapiens) [TaxId: 9606]}
Smp_312660.3	Ankyrin repeat-containing domain	bcl-3 {Human (Homo sapiens) [TaxId: 9606]}
Smp_312660.4	NA	NA
Smp_312720.1	Sugar/inositol transporter	Sugar_tr 
Smp_312730.1	Centrosomal protein of 135kDa	Basal body protein
Smp_312760.1	Glycoside hydrolase family 47	Class I alpha-1
Smp_312770.1	Small GTPase	Ras-related protein RalA {Cotton-top tamarin (Saguinus oedipus) [TaxId: 9490]}
Smp_312770.2	Small GTPase	GTP-binding protein RheB {Human (Homo sapiens) [TaxId: 9606]}
Smp_312820.1	Palmitoyltransferase, DHHC domain	human DHHC20 palmitoyltransferase (E.C.2.3.1.225)
Smp_312830.1	NA	NA
Smp_312850.1	Sodium/calcium exchanger membrane region	Uncharacterized membrane protein MJ0091
Smp_312860.1	Zinc finger C2H2-type	Zinc finger protein 297b {Human (Homo sapiens) [TaxId: 9606]}
Smp_312870.1	NA	TFIIIC_delta 
Smp_312870.2	Transcription factor IIIC, 90kDa subunit, N-terminal	TFIIIC_delta 
Smp_312870.3	Transcription factor IIIC, putative zinc-finger	zf-TFIIIC 
Smp_312880.1	Rab-GTPase-TBC domain	LD10117p
Smp_312900.1	THAP-type zinc finger	Hypothetical protein
Smp_312910.1	NA	NA
Smp_312920.1	C2 domain	Synaptogamin I {Rat (Rattus norvegicus) [TaxId: 10116]}
Smp_312950.1	GOLD domain	EMP24_GP25L 
Smp_312950.2	GOLD domain	EMP24_GP25L 
Smp_312990.1	WD40 repeat	Kinesin heavy chain-like protein {Potato (Solanum tuberosum) [TaxId: 4113]}
Smp_313100.1	Coagulation factor 5/8 C-terminal domain	B1 domain of neuropilin-1 {Human (Homo sapiens) [TaxId: 9606]}
Smp_313110.1	NA	B1 domain of neuropilin-1 {Human (Homo sapiens) [TaxId: 9606]}
Smp_313210.1	Potassium channel tetramerisation-type BTB domain	Voltage-gated potassium channel subunit beta-2
Smp_313300.1	Small GTPase	Rab21 {Human (Homo sapiens) [TaxId: 9606]}
Smp_313300.2	Small GTPase	Rab21 {Human (Homo sapiens) [TaxId: 9606]}
Smp_313310.1	EF-hand domain	Sarcoplasmic calcium-binding protein {Amphioxus (Branchiostoma lanceolatum) [TaxId: 7740]}
Smp_313310.2	EF-hand domain	Sarcoplasmic calcium-binding protein {Amphioxus (Branchiostoma lanceolatum) [TaxId: 7740]}
Smp_313320.1	NA	Med28 
Smp_313330.1	NA	NA
Smp_313440.1	Helicase-like, DEXD box c2 type	Mediator of RNA polymerase II
Smp_313450.1	Peptidase M12B, ADAM/reprolysin	Disintegrin and metalloproteinase domain-containing protein
Smp_313450.2	Peptidase M12B, ADAM/reprolysin	Disintegrin and metalloproteinase domain-containing protein
Smp_313450.3	NA	Snake venom metalloprotease {Chinese five-pace snake (Agkistrodon acutus), acutolysin C [TaxId: 36307]}
Smp_313450.4	Peptidase M12B, ADAM/reprolysin	Disintegrin and metalloproteinase domain-containing protein
Smp_313480.1	NA	NA
Smp_313480.2	NA	NA
Smp_313490.1	NA	Transforming protein RhoA, Rho-associated, coiled-coil
Smp_313500.1	NA	NA
Smp_313530.1	SecA, Wing/Scaffold superfamily	Calcium-regulated photoprotein {Jellyfish (Aequorea aequorea), aequorin [TaxId: 168712]}
Smp_313540.1	NA	ARF GTPASE-ACTIVATING PROTEIN GIT1
Smp_313540.2	NA	ZapB 
Smp_313560.1	Alkaline phosphatase	Alkaline phosphatase {Northern shrimp (Pandalus borealis) [TaxId: 6703]}
Smp_313630.1	NA	DUF5320 
Smp_313640.1	Actin family	Actin-related protein 4, Actin, Actin-like
Smp_313640.2	Actin family	ACTIN-LIKE PROTEIN ARP8
Smp_313710.1	Cysteine-rich  secretory protein-related	Insect allergen 5 (AG5) {Yellow jacket (Vespula vulgaris), Ves v 5 [TaxId: 7454]}
Smp_313730.1	Zinc finger, PHD-type	Inhibitor of growth protein 4, Ing4 {Homo sapiens [TaxId: 9606]}
Smp_313740.1	Beta-1,4-galactosyltransferase	beta 1,4 galactosyltransferase (b4GalT1) {Cow (Bos taurus) [TaxId: 9913]}
Smp_313750.1	Zinc finger, PHD-type	Inhibitor of growth protein 4, Ing4 {Homo sapiens [TaxId: 9606]}
Smp_313760.1	Beta-1,4-galactosyltransferase	beta 1,4 galactosyltransferase (b4GalT1) {Cow (Bos taurus) [TaxId: 9913]}
Smp_313760.2	Beta-1,4-galactosyltransferase	beta 1,4 galactosyltransferase (b4GalT1) {Cow (Bos taurus) [TaxId: 9913]}
Smp_313810.1	Cell cycle regulator Mat89Bb	Integrator complex subunit 13, Integrator
Smp_313820.1	NA	Ephrin type-A receptor 8, C-terminal domain {Human (Homo sapiens) [TaxId: 9606]}
Smp_313830.1	RNA recognition motif domain	PAN2-PAN3 deadenylation complex catalytic subunit
Smp_313840.1	Ankyrin repeat	Myotrophin {Rat (Rattus norvegicus) [TaxId: 10116]}
Smp_313980.1	Tubulin	Helix 1, Belt helices 1,2,3,4
Smp_313990.1	Tubulin	Helix 1, Belt helices 1,2,3,4
Smp_314000.1	Peptidase M8, leishmanolysin	Peptidase_M8 
Smp_314010.1	Peptidase M8, leishmanolysin	LEISHMANOLYSIN
Smp_314010.2	Peptidase M8, leishmanolysin	LEISHMANOLYSIN
Smp_314020.1	Glycosyl hydrolase, family 13, catalytic domain	Neutral and basic amino acid
Smp_314030.1	NA	MCherry fluorescent protein,Heterogeneous nuclear ribonucleoproteins
Smp_314110.1	Glycoside hydrolase family 38, N-terminal domain	Alpha-mannosidase from Canavalia ensiformis (jack
Smp_314120.1	Zinc/iron permease	Zip 
Smp_314130.1	Kinetochore protein Ndc80	Ndc80_HEC 
Smp_314140.1	Dual specificity phosphatase, catalytic domain	Mapk phosphatase {Human (Homo sapiens), pac-1 [TaxId: 9606]}
Smp_314150.1	ER lumen protein retaining receptor	ER lumen protein-retaining receptor 2
Smp_314170.1	Glycoside hydrolase, family 5	Putative secreted endoglycosylceramidase
Smp_314200.1	Dyp-type peroxidase	Hypothetical protein BT1219 {Bacteroides thetaiotaomicron [TaxId: 818]}
Smp_314200.2	Dyp-type peroxidase	Hypothetical protein BT1219 {Bacteroides thetaiotaomicron [TaxId: 818]}
Smp_314210.1	Dyp-type peroxidase	Melanin biosynthesis protein TyrA {Shewanella oneidensis [TaxId: 70863]}
Smp_314220.1	Toll/interleukin-1 receptor homology (TIR) domain superfamily	Putative uncharacterized protein
Smp_314240.1	Dynein light chain Tctex-1 like	Tctex-1 
Smp_314250.1	Zinc finger, RING-CH-type	IE1B protein (ORF K3), N-terminal domain {Kaposi's sarcoma-associated herpesvirus, KSHV, HHV8 [TaxId: 37296]}
Smp_314280.1	Transport protein particle (TRAPP) component	TRAPPC5, similar to trafficking protein particle complex 5 {Zebrafish (Brachydanio rerio) [TaxId: 7955]}
Smp_314280.2	Transport protein particle (TRAPP) component	TRAPPC5, similar to trafficking protein particle complex 5 {Zebrafish (Brachydanio rerio) [TaxId: 7955]}
Smp_314290.1	NA	NA
Smp_314290.2	NA	NA
Smp_314290.3	NA	NA
Smp_314310.1	Carbon-nitrogen hydrolase	hypothetical protein yl85 {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]}
Smp_314310.2	Carbon-nitrogen hydrolase	hypothetical protein yl85 {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]}
Smp_314320.1	Glutathione S-transferase, N-terminal	GLUTATHIONE S-TRANSFERASE MU 2 (E.C.2.5.1.18)
Smp_314350.1	Serine proteases, trypsin domain	Urokinase-type plasminogen activator (LMW U-PA), catalytic domain {Human (Homo sapiens) [TaxId: 9606]}
Smp_314360.1	Phenylalanyl-tRNA synthetase	Phenylalanyl-tRNA synthetase alpha chain (E.C.6.1.1.20)
Smp_314500.1	Thrombospondin type-1 (TSP1) repeat	Antibody Light Chain, Antibody Heavy
Smp_314620.1	Peptidase S8/S53 domain	Thermostable serine protease {Bacillus sp., AK.1 [TaxId: 1409]}
Smp_314620.2	Peptidase S8/S53 domain	Thermostable serine protease {Bacillus sp., AK.1 [TaxId: 1409]}
Smp_314630.1	NA	RCR 
Smp_314630.2	NA	RCR 
Smp_314630.3	C2 domain	Vesicle-associated membrane protein 2, Syntaxin-1A
Smp_314630.4	C2 domain	Vesicle-associated membrane protein 2, Syntaxin-1A
Smp_314630.5	C2 domain	Vesicle-associated membrane protein 2, Syntaxin-1A
Smp_314640.1	Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant	Thioredoxin peroxidase 2 (thioredoxin peroxidase B, 2-cys peroxiredoxin) {Human (Homo sapiens) [TaxId: 9606]}
